surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1c_json_probes	github_events	4	4.99	101	2025	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	5	4.84	98	2025	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	6	4.69	95	2025	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	7	4.10	83	2025	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	8	2.86	58	2025	<serde_json::read::SliceRead as serde_json::read::Read>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	562	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	9	2.67	54	2025	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	10	2.32	47	2025	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	11	1.88	38	2025	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	12	1.78	36	2025	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	13	1.73	35	2025	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	14	1.68	34	2025	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	46	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	15	1.68	34	2025	<sonic_rs::reader::Read as sonic_rs::reader::Reader>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs	206	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	16	1.68	34	2025	<&mut sonic_rs::serde::de::Deserializer<sonic_rs::reader::Read> as serde_core::de::Deserializer>::deserialize_any::<bbnf_bench::direct_struct::DigestVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/serde/de.rs	454	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	17	1.53	31	2025	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	18	1.53	31	2025	<usize>::checked_sub	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	977	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	19	1.48	30	2025	<core::option::Option<&u8>>::copied	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/option.rs	2141	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	github_events	20	1.38	28	2025	runtime::generated_json::generated::parse_object_value_at_direct::<bbnf_bench::direct_struct::JsonDigestSink>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	832	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__github_events.json.gz
p1c_json_probes	gsoc-2018	1	9.98	214	2145	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	2	8.86	190	2145	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	3	5.73	123	2145	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs	82	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	4	4.99	107	2145	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	5	4.71	101	2145	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	6	4.38	94	2145	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	7	4.38	94	2145	<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::<&mut serde_json::de::Deserializer<serde_json::read::SliceRead>>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	812	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	8	3.31	71	2145	<core::option::Option<&u8>>::copied	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/option.rs	2141	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	9	3.08	66	2145	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	432	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	10	2.56	55	2145	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	11	2.42	52	2145	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	12	1.96	42	2145	<usize>::checked_sub	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	977	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	13	1.91	41	2145	<serde_json::de::Deserializer<serde_json::read::SliceRead>>::ignore_value	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	14	1.86	40	2145	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	15	1.68	36	2145	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	45	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	16	1.59	34	2145	serde_json::ser::to_vec::<str>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/ser.rs	2213	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	17	1.54	33	2145	<&mut sonic_rs::serde::de::Deserializer<sonic_rs::reader::Read> as serde_core::de::Deserializer>::deserialize_any::<bbnf_bench::direct_struct::DigestVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/serde/de.rs	454	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	18	1.54	33	2145	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	19	1.54	33	2145	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	gsoc-2018	20	1.49	32	2145	runtime::generated_json::generated::parse_object_value_at_direct::<bbnf_bench::direct_struct::JsonDigestSink>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	832	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__gsoc-2018.json.gz
p1c_json_probes	instruments	1	8.71	186	2135	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	2	7.87	168	2135	core::intrinsics::rotate_right::<u32>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	3	5.01	107	2135	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	4	4.78	102	2135	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	5	4.73	101	2135	runtime::generated_json::view::string_body_range	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	384	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	6	4.17	89	2135	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	7	3.98	85	2135	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	8	3.89	83	2135	<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::<&mut serde_json::de::Deserializer<serde_json::read::SliceRead>>	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/real_typed_struct.rs	812	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	9	2.39	51	2135	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	10	2.34	50	2135	<alloc::vec::Vec<u8>>::clear	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	11	2.20	47	2135	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	12	2.15	46	2135	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	13	2.11	45	2135	<sonic_rs::reader::Read as sonic_rs::reader::Reader>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs	205	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	14	2.06	44	2135	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	91	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	15	1.73	37	2135	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	45	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	16	1.55	33	2135	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	17	1.45	31	2135	core::ptr::copy_nonoverlapping::<u8>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	552	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	18	1.41	30	2135	<core::option::Option<&u8>>::copied	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/option.rs	2141	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	19	1.36	29	2135	<runtime::generated_json::view::JsonArrayValues as core::iter::traits::iterator::Iterator>::next	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	311	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	instruments	20	1.36	29	2135	<&mut sonic_rs::serde::de::Deserializer<sonic_rs::reader::Read> as serde_core::de::Deserializer>::deserialize_any::<bbnf_bench::direct_struct::DigestVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/serde/de.rs	454	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__instruments.json.gz
p1c_json_probes	marine_ik	1	7.36	169	2296	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	2	6.97	160	2296	<alloc::vec::Vec<u32>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	3	6.88	158	2296	sha2::sha256::soft::compress	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	4	4.92	113	2296	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	5	4.49	103	2296	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	6	4.27	98	2296	<&mut serde_json::de::Deserializer<serde_json::read::SliceRead> as serde_core::de::Deserializer>::deserialize_str::<<bbnf_bench::real_typed_struct::DecodedJsonString as serde_core::de::Deserialize>::deserialize::DecodedJsonStringVisitor>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	1539	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	7	4.14	95	2296	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	8	3.79	87	2296	runtime::generated_json::view::string_body_range	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	384	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	9	2.57	59	2296	<serde_json::read::SliceRead as serde_json::read::Read>::next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	548	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	10	2.44	56	2296	<serde_json::read::SliceRead>::skip_to_escape	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs	434	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	11	2.40	55	2296	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	12	2.35	54	2296	<alloc::vec::Vec<u8>>::clear	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	13	2.18	50	2296	runtime::generated_json::generated::dispatch_value	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/generated.rs	45	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	14	1.96	45	2296	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	15	1.96	45	2296	<mimalloc::MiMalloc as core::alloc::global::GlobalAlloc>::alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/mimalloc-0.1.50/src/lib.rs	51	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	16	1.92	44	2296	<sonic_rs::reader::PinnedInput>::as_ptr	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/reader.rs	89	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	17	1.83	42	2296	<runtime::generated_json::value::JsonValue>::to_canonical_string	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	90	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	18	1.66	38	2296	<bbnf_bench::generated_real_typed::DirectParser>::take	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/generated_real_typed.rs	3769	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	19	1.52	35	2296	serde_json::de::from_trait::<serde_json::read::SliceRead, alloc::vec::Vec<f64>>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/de.rs	2503	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	marine_ik	20	1.44	33	2296	<runtime::generated_json::view::JsonArrayValues as core::iter::traits::iterator::Iterator>::next	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/view.rs	311	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz
p1c_json_probes	mesh	1	8.29	184	2220	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	133	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	2	6.53	145	2220	<core::ptr::non_null::NonNull<u8> as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs	1717	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	3	5.32	118	2220	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	4	5.23	116	2220	<u32>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	5	4.68	104	2220	<bbnf_bench::track2::json::Parser>::parse_value_at	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/track2/json.rs	55	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	6	4.55	101	2220	<runtime::generated_json::value::JsonNodeKind>::at_cursor	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/value.rs	29	json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
p1c_json_probes	mesh	7	4.50	100	2220	<serde_json::read::SliceRead as serde_json::read::Read>::peek	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/serde_json-1.0.149/src/read.rs		json_parity-b087d404a70eff21	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz
